NGO_name,CCReg,Contact_no,Contact,Address,longitude,latitude
SHASHWAT SHETI VIKAS PRATISHTHAN,11441,9922708398 ,,"Gruha Laxmi Building, J M Road, Deccan, Pune, Maharashtra 411005",73.84656,18.52089
Shiksha,6471,"9650730860 , 4225698 ",Udai Malhotra ,"Chikitsa Sector 40 Dispensary, Sector 40 Police Station, Gurugram , Haryana 122002",77.09722,28.48127
SHIKSHA AMRIT FOUNDATION,12832,9967038560 ,Sai Suresh Murthy ,"Income Tax Colony, Belapur, Apollo Hospital, Navi Mumbai, Thane, Maharashtra 400614",73.02956,19.01736
Shine India Foundation,4274,9214979141 ,,"Vasundhra Vihar, Bajrang Nagar, Kota, Rajasthan 324001",75.86127,25.17787
SHIVPRABHA CHARITABLE TRUST,8880,9930965750 ,Shishir Mandya ,"Kaasp Country, Kaspte Vasti, Wakad, Pune, Maharashtra 411057",73.7748,18.59435
SHIVSHAKTI SOCIAL FOUNDATION,12311,9673371785 ,,"Pap 16 Midc, kadegaon, Sangli , Maharashtra 415304",74.31532,17.29906
Shivtej Pratishthan,4185,"2397121 , 9823397121 ",,"Manpale, Hatkndgale, Kolhapur, Maharashtra 416112",74.30272,16.8547
SHOHRATGARH ENVIRONMENTAL SOCIETY,2237,"263271 , 4025846 ",,"Premkunj, Adarsh colony, Shohratgarh, Siddharthnagar, Uttar Pradesh 272205",82.91639,27.38651
SHRADDHA EYE CARE TRUST,12039,7760125522 ,Hari Prasad ,"CJ Venkatesh Das Road, Padmanbhanagar, Bengaluru, Karnataka 560070",77.55344,12.91887
Shramik Nari Sangh,1758,"9920111655 , 9029234567 ",Sweta Vadhar ,"Jayant Villa, RA Kidwai Road, Wadala West, Mumbai, Maharashtra 400031",72.85538,19.01358
Shree Bidada Sarvodaya Trust,6996,"244444 , 9558553592 ",,"ShahKalyanji Mavji Patel Arogyadham, Mandvi -Mundra Highway, Kachchh, Gujarat 370435",69.48531,22.92937
Shree Deepchand Educational Society,1845,"9212383244 , 8368329994 ",Sanjeev Chaudhary ,"Swastik Apartment , Vishwas Park, Uttam Nagar, New Delhi 110059",77.05872,28.61034
Shree Mateshwari Vikas Seva Samiti,2498,"2465634 , 2465634 ",,"Sallada, Balaji Nagar, Ryan International School, Sector 14, Udaipur, Rajasthan 313001",73.69811,24.54078
SHREE SAI SANJIVANI SANSTHA,11030,0942347989 ,,"Kashivishwa Apartment Mahakali Road Saibaba Nagar Cidco, Nashik , Maharashtra 422009",73.75818,19.97025
Shree Sai Sanstha,1268,26962270 ,,"Ganesh Complex, Bharat Jyoti Bus Stop, Bibewadi , Pune, Maharashtra 411046",73.85685,18.4146
"Shree Sant Bhagwanbaba Bahuuddeshiya Sevabhavi
Sanstha",10911,9823204875 ,,"Wadgaon Kalsambar, WADGAON, Beed, Maharashtra 431125",75.78222,18.81807
SHREE WADMAVLI LOK VIKAS MANCH,8419,"9011352544 , 8080625324 ",Akshay Chate ,"DAHIPHAL WAD, KAIJ, Beed, Maharashtra 431122",75.84458,18.87926
"Shri B C Bhalshankar Guruji Krida Va Shikshan
Prasarak Pratishthan",8006,9421042102 ,,"DATTA NIWAS, KASABA PETH , VAIRAG, BARSHI, Solapur, Maharashtra 413402",75.82153,18.05032
Shri Bhailalbhai Boghabhai Mehta Education and Charitable Trust,6335,"240460 , 240460 ",Rajnikant D.Maheta ,"Vekariya Visavadar, Vekariya, Junagadh, Gujarat 362130",70.9131,21.31761
"SHRI DATTA GRAMIN VA SHAHARI VIDHYA
PRASARAK MANDAL AKOLA",5641,7242421604 ,VIJAY MHAISNE ,"PATIL MARKET WANKHADE NAGAR, DABKI ROAD OLD CITY, Akola, Maharashtra 444002",76.98136,20.70807
Shri Naresh Raut Foundation,11226,9527335912 ,,"Kelwad, Rahata, Ahmednagar, Maharashtra 423107",74.49046,19.6913
Shri Navjivan Gram Vikas Kendra,825,"221921 , 9879726071 ",Manubhai A Thakor ,"MAHATMA GANDHI GUNJ, Borsad, Anand, Gujarat 388540",72.9079,22.41895
Shri Shiv Shakti Education Society,12070,"9372530530 , 8275293830 ",Gautam Betal ,"Ketan Apartment, Gyaneshwar Nagar, Manewada Road, Nagpur, Maharashtra 440027",79.10422,21.11562
Shri Vaghaldhara Vibhag Kelavani Mandal,6967,"290350 , 290350 ",Mr.M P Mandavia ,"Cancer Hospital, Vaghaldhara, Valsad, Gujarat 396375",72.97573,20.69512
"Shri Venkateshwara Bahuddeshiya Gramin Vikas
Sanstha",1960,"235834 , 9420130487 ",,"Bhudargad, Kolhapur, Maharashtra 416209",74.14942,16.29542
"SHRI VIMLESHWAR AUTOMOBILE TRADE REAL
PRACTICAL TRAINING SANSTHA",9836,"9890190909 , 2548353 ",,"Siddhai Dudhali, Vikas Highschool, Kolhapur, Maharashtra 416012",74.20587,16.69538
Shrimad Rajchandra Aatma Tatva Research Centre,10672,9820656510 ,Sweta Vadhar ,"Sharda Chambers, New Marine Lines, Mumbai, Maharashtra 400020",72.82859,18.93859
Shrine Velankanni Mahalir Sangam,8616,9941582395 ,Ms.M.Ramani ,"southbazaar street, Pattabiram, CHENNAI, Tiruvallur, Tamil Nadu 600072",80.0633,13.11662
SHUDDHI,10452,"9654815105 , 41253951 ",,"Aggarwal Metro Heights, Netaji Subhash Place, Pitampura, New Delhi , North West Delhi 110034",77.14926,28.6933
SILIGURI SUBHASPALLY WELFARE ORGANISATION,3306,"9197201222 , 9434328881 ",Dr. Prasanta Paul ,"Orchid Apartment, Subhaspally Bazar, Siliguri, Darjeeling, West Bengal 734001",88.4184,26.71068
"SILIGURI SUMITA CANCER RELIEF WELFARE &
EDUCATIONAL SOCIETY",6498,9733030723 ,,"RAMA KRISHNA VEDENTA ASHRAMA SARANI, PRADHAN NAGAR , SILIGURI , Darjeeling , West Bengal 734003",88.41443,26.72731
SIMPLE EDUCATION FOUNDATION,10118,"9871136123 , 9654641751 ",Trisha Sharma ,"Hauz Khas Enclave, South Delhi 110016",77.20297,28.54797
Sishumangal Raiganj,8995,"9434144847 , 243837 ",,"Ukill Para, Raiganj, North Dinajpur West Bengal 733134",88.10771,25.68845
Sister Nivedita Foundation,2652,"2575061 , 9824300160 ",Rashmikant Trivedi ,"Balmukund Plots, Rajkot, Gujarat 360007",70.77623,22.29359
SISU UDGAM,10787,9475558999 ,Dr. Abhishek Tiwari ,"Gopalmath Telephone Exchange Building, Durgapur, Bardhaman, West Bengal 713217",87.22373,23.57224
SISU VIKAS SAMITI,2802,"252526 , 9437144245 ",,"Raghunathpur, Baripada, Mayurbhanj, Odisha 757001",86.74655,21.92716
Sita Devi Foundation,838,8750704556 ,MPLAD PRAM ,"Arjun Nagar, New Delhi , South West Delhi 110089",77.19836,28.56141
Sita Gramoudyog Vikas Sansthan,473,9934791642 ,Roushan Kumar ,"OSO House, Budh Marg, Keshri Nagar, Chiraiyatand, Patna Bihar 800024",85.09346,25.62832
SKILLED SAMARITAN FOUNDATION,12289,8587862557 ,Gorika Singla ,"Gazawali, Roorkee Road, Muzaffarnagar, Uttar Pradesh 251002",77.70162,29.42705
SMALL CHANGE,6447,9830116950 ,Aisiri Amin ,"Social Alpha, 14th Main, Sector 5, HSR Layout, Bengaluru, Karnataka 560102",77.63886,12.9215
SMARTPRO FOUNDATION,7990,9891944774 ,,"Janakpuri, Andhra School, New Delhi 110058",77.22425,28.53695
Smile Foundation,1653,"43123700 , 7292032130 ",Swatantra Gupta ,"Gulmohar House, Yusuf Sarai Commercial Complex, New Delhi, South Delhi  110049",77.20922,28.55792
"SMT. GOWRAMMA JAMBAIAH SWAMY CHARITABLE
AND EDUCATIONAL TRUST",13041,8951555755 ,Sharabaiah MJ ,"Malapura, Siruguppa, Ballari Karnataka 583101",76.81069,15.46266
SNEHBANDHAN FOUNDATION,12031,9820804600 ,Danardan Mishra ,"Cuffe Parade, Colaba, Mumbai, Maharashtra 400005",72.82496,18.9173
Social Activities for Rural Development Society,476,"242867 , 242867 ",G A Swamy ,"Jana Chaitanya Nilayam, Tangutur Prakasam Andhra Pradesh 523274",80.05701,15.34613
Social and Literacy Development Association,5892,"8881041233 , 3586457 ",Qamrul Hasan Khan ,"Awadh Technical Institute Building , Sheela Garden Alamnagar, Lucknow , Uttar Pradesh 226017",80.86114,26.84238
"SOCIAL AWARNESS AND VOLUNTARY EDUCATION
(SAVE) MICHEALPALAYAM",8606,"9842868900 , 2253090 ",Ms. Viyakula Mary ,"Iswaryanagar, KNP Colony, Dharapuram Road, Tiruppur, Coimbatore, Tamil Nadu 641608",77.35707,11.09485
SOCIAL EDUCATION AND LIBERTY FOUNDATION,7645,8586944407 ,Inder Jeet ,"Block B Gulab Bagh, Nawada, Uttam Nagar, West Delhi 110059",77.05117,28.62412
Social Education Economical Development Society,984,"240744 , 240744 ",S.D. Pandian ,"Laxmi Nagar, Athipatti, Semaptty, Aruppukottai, Virudhunagar, Tamil Nadu 626101",78.09893,9.51758
"Social Educational Welfare Association for
Multipurpose (SEWAM)",1750,9822510994 ,Mohan Nikam ,"Sonaj, Malegoan, Nashik, Maharashtra 423208",74.44767,20.46263
"Social Empowerment and Economic Development
Society (SEED)",11419,2459200 ,Lokesh Midde ,"NTBCL Building, DND Flyway, Noida, Gautam Buddha Nagar, Uttar Pradesh 201301",77.30936,28.57258
SOCIAL WELFARE & RURAL DEVELOPMENT SOCIETY,5477,7797400142 ,,"KONNAGAR, GHATAL, West Medinipur, West Bengal 721212",87.73399,22.66244
Social Welfare Agency & Training Institute (SWATI),751,"2401350 , 9437186128 ",Santanu Kumar Mishra ,"Paburia Panchayat Office, Paburia, Kandhamal, Odisha 762112",84.26604,20.13072
Society Against Violence in Education,3185,9836042919 ,,"Saratpally, Gopalpur, North 24 Parganas, West Bengal 700136",88.75119,22.61845
Society for Animal Health Agriculture Science and Humanity,1193,9473795690 ,Bindu Kashyap ,"Munshiganj, Korwa, Amethi Road, Amethi, Sultanpur, Uttar Pradesh 227412",81.8797,26.21267
"Society for Awareness Knowledge And Rightful Living
(SAKAR)",1413,"2595562 , 9437287882 ",Amit Kumar Motayed ,"Rajendra Vihar, Forest Park, Bhubaneswar, Khordha, Odisha 751009",85.82418,20.25657
SOCIETY FOR CARING THE NEEDY,11469,9443010948 ,,"Chozhan street, Rajajipuram, Tiruvallur, Tamil Nadu 602001",79.90987,13.11554
Society for Child Development,478,"9810003512 , 9810003512 ",Siddhartha Puri ,"Roshanara Club, Shakti Nagar, New Delhi 110007",77.19674,28.67602
Society for Children (SOCH),5448,2311444 ,Laxmipriya Singh ,"Sangam Nivas, Lalbahadur Sastri Colony, Old station Bazar, Bhubaneswar, Khordha, Odisha 751006",85.86323,20.26818
Society for Community Action Network-India,1903,"9845581845 , 226629 ",,"Venkateswara colony, , Kongareddy palle, Chittoor, Andhra Pradesh 517001",79.12031,13.21902
"SOCIETY FOR COMMUNITY HEALTH AWARENESS,
RESEARCH AND ACTION",11423,25531518 ,,"1st Main, 1st Block, Koramangala, Bengaluru, Karnataka 560034",77.63521,12.92928
"Society for Education Welfare Action Rural Jhagadia
(SEWA Rural Trust Jhagadia)",2232,"220021 , 9426120316 ",Dr. Kapilkumar Dave ,"Tower Road, Jhagadia, Bharuch, Gujarat 393110",73.19371,21.67172
"SOCIETY FOR EDUCATION, ENVIRONMENT AND
DEVELOPMENT",4839,"9940120937 , 9789739877 ",Dr U.Surendran ,"GANDHIGRAM , Karur, Tamil Nadu 639004",78.10389,10.9454
Society for Harmonious Renaissance of Ideas through Simple Technological Initiatives (SHRISTI),7126,9938137241 ,Brahmananda Panda ,"Baramunda, Bhubaneswar, Khordha, Odisha 751003",85.79536,20.27728
"SOCIETY FOR HARMONY AID AND PROSPEROUS
ECONOMY (SHAPE)",361,"233444 , 233444 ",,"5th Street, 5th Street, Min Nagar, Vengikkal, Tiruvannamalai, Tamil Nadu 606604",79.04402,12.27072
SOCIETY FOR HEALTH AND RURAL DEVELOPMENT EDUCATION AND EMPOWERMENT (SHREE),11015,9437612153 ,,"RTO office, Kendujhar, Odisha 758001",85.59598,21.63177
"SOCIETY FOR HUMAN AND ORGANIZATIONAL
DEVELOPMENT IN HARMONY (SHODH)",4737,43017168 ,Sharmil Dubey ,"Prakash Mohalla, East of Kailash, New Delhi 110065",77.24929,28.55748
"Society for Integrated Development Activities
Research and Training",1043,"2650894 , 9829215633 ",Pramila Sanjaya ,"Jaipur, Rajasthan 302004",75.83228,26.88798
SOCIETY FOR NURTURING EDUCATION HEALTH AND AWARENESS,10390,8050345621 ,,"Indiranagar Dhone, Kurnool, Andhra Pradesh 518222",77.87214,15.39907
"SOCIETY FOR PARTICIPATORY INTEGRATED
DEVELOPMENT",2259,"28567198 , 9311257097 ",Lalitha S.A. ,"B Block , Street 11 , Shyam Kunj, Goyala Extension Dwarka sector 19, New Delhi 110071",77.0284,28.57488
Society for Poor People Development,170,"294525 , 9865181971 ",Raju  Joseph ,"Thuraiyur Main Road , Soriyampatty, M Pudhupatti , Musiri, Tiruchirappalli, Tamil Nadu 621211",78.45177,10.98574
"Society for the Aid of Mentally & Developmentally
Handicapped ""SAMADHAN'",4407,"45516693 , 45516693 ",,"Sector 2, Pocket 2, Mahalakshmi Aparments, Dwarka, South West Delhi 110075",77.05776,28.58656
"Society for the Promotion of Women and Child
Welfare",1089,"45751740 , 65427670 ",Sriram Krishnan ,"Ashoka Enclave , Plot 8A, Sector 11 Dwarka New Delhi 110075",77.05776,28.58656
Society For Women And Downtrodden Development,4992,8760232996 ,L.YUVARAJ ,"Bajani kovill street, veppampattu, Tiruvannamalai, Tamil Nadu 606807",79.39491,12.47467
"SOCIETY FOR WOMEN EDUCATION AND ECONOMIC
THRUST (SWEET)",11730,"222493 , 9894501968 ",,"New Colony, Veedur, Tindivanam, Viluppuram, Tamil Nadu 605652",79.59378,12.07072
"Society for women's Education and Awareness
Development",1326,9942540984 ,A.vijayalakshmi ,"RC Street, Thurinjickollai, Nellickollai, Chidambaram, Cuddalore, Tamil Nadu 608704",79.55117,11.48075
"SOCIETY OF COMMUNITY HEALTH ORIENTED
OPERATIONAL LINKS",12275,"9599913427 , 9229221902 ",Dr Pramod Gautam ,"DDA Flats , Sukhdev Vihar, Fortis Escorts Hospital, South Delhi 110025",77.27711,28.55733
"SOCIETY OF DEVELOPERS INSTITUTE OF COMPUTER
TECHNOLOGY",7218,9300107986 ,,"MAHAKAUSHAL NAGAR , NEAR SARASWATI HS SCHOOL ADHARTAL, Jabalpur, Madhya Pradesh 482004",79.95286,23.20187
SOLO RESEARCH FOUNDATION,11162,9930431757 ,,"Shardaram Park, Sasoon Road , Pune, Maharashtra 411001",73.87671,18.53173
SONALI MAHILA VIKAS CHARITABLE TRUST,6978,22977827 ,Girishchandru Purmur ,"Nishith Park, Adinath Nagar, Odhav, Ahmedabad, Gujarat 382415",72.66463,23.02085
South Sundarban Janakalyan Sangha,1449,"260406 , 260406 ",,"Raghunathpur , Madhabnagar, Kakdwip, South 24 Parganas, West Bengal 743374",88.19758,21.95254
South Vihar Welfare Society for Tribal,4996,"9204748136 , 8811935754 ",Mantosh Kumar ,"Khunti Bhawan, South Office Para, Doranda, Ranchi, Jharkhand 834002",85.32846,23.33667
SPARK-A-CHANGE FOUNDATION,11581,9323288002 ,,"Raheja Classique 5, New Link Road, Andheri West, Mumbai, Maharashtra 400053",72.83198,19.13709
SPECIAL CHILD ASSISTANCE NETWORK (SCAN),12424,9940081465 ,,"First Avenue, Shastri Nagar, Adyar, Chennai Tamil Nadu 600020",80.25378,12.99949
Spending & Policy Research Foundation,9410,"66505867 , 66505867 ",Samar Halarnkar ,"319 Adhyaru Industrial Estate , Sun Mill Compound, Lower Parel , Lower Parel, Mumbai, Maharashtra 400013",72.83628,19.00745
Sports Coaching Foundation,6439,9396559440 ,Kammela Saibaba ,"Cha-cha Nehru Park, Masab Tank, Syndicate Bank Colony, West Marredpally, Secunderabad cantonment, Hyderabad, Telangana 500028",78.45166,17.39756
Sree Infotech Educational Trust,7686,9343077999 ,,"3rd Block 4th Stage, Basaveshwaranagar, Bengaluru, Karnataka 560079",77.53725,12.99469
SREE POORNA MAHAMERU TRUST,9155,"22472483 , 9444868282 ",,"Sankara Salai, Subham Nagar, Old Pallavaram, Chennai, Tamil Nadu 600117",80.17351,12.96526
Sreema Pratibandhi Kalyan Kendra,12399,9434732176 ,,"KN Mukherjee Lane, Srijani Apartment,BB College Road, Asansol , Bardhaman, West Bengal 713301",86.9667,23.67522
Sri Arunodayam Charitable Trust,484,"26511450 , 9444915803 ",Althea DSylva ,"Sivananda Nagar, Kolathur, Chennai, Tamil Nadu 600099",80.20204,13.12394
SRI SAI SEVA PRATHISTANAM,10874,8547845389 ,,"Daigoli, Kodlamogaru , Vorkady, Manjeswara, Kasaragod, Kerala 671323",74.8926,12.72155
SRI VEL MAYIL EDUCATIONAL TRUST (SVM),12821,9865758492 ,Manuel kabilan ,"7Th Cross, Rm Colony, Sivan Kovil, Dindigul, Tamil Nadu 624001",77.97034,10.37716
Srujna Charitable Trust,4481,9833420862 ,Eesha Chirmuley ,"Mangal Mahesh Baug, SV Road, Borivali West, Mumbai, Maharashtra 400092",72.85258,19.22024
"St.Luke's Community Health and Development
Centre",1538,9881595566 ,Vidya Khasbage ,"Chetna Nagar, Sundarkhed, Buldhana, Maharashtra 443001",76.19743,20.51955
STAIRS,6903,"9350852560 , 9891332519 ",Sathish Nagappan ,"Agarwal Sweets , Kalkaji, South Delhi 110019",77.25661,28.53091
Students' Relief Society,4293,"2440261 , 8696789991 ",Namrata Nayak ,"Chitrakoot, Ajmer Road, Jaipur , Rajasthan 302021",75.73157,26.89906
Study Hall (Educational) Foundation,11083,9044062700 ,Siddharth Shukla ,"Vipul Khand 2, Gomti Nagar, Lucknow, Uttar Pradesh 226010",80.99077,26.84351
Sucheta Kriplani Shiksha Niketan,4420,9871568174 ,,"Virendra Nagar, C Sector, Mandore Road, Jodhpur, Rajasthan 342304",73.05216,26.36069
SUHRAD,10989,9335903478 ,,"Beena Niwas, Rajendar Nagar, Lucknow, Uttar Pradesh 226004",80.91565,26.8416
SUKALYAN WELFARE SOCIETY,5469,25720131 ,Indraneel Karmakar ,"Baguiati, Hatiara Road, Helabattala , Indian Overseas Bank Helabattala , Kolkata, North 24 Parganas, West Bengal 700157",88.45135,22.60652
Sukanya Mahila Seva Sangh,9852,9741182380 ,,"mahagaon cross, Kalburgi , Kalaburagi Gulbarga, Karnataka 585316",76.89205,17.49801
Sukarya Charitable Trust,2568,"4114251 , 4114253 ",Ms. Shipra Shukla ,"Sushant Lok Phase I , Paras Hospital, Gurugram , Haryana 122001",77.04051,28.47017
SUKHASHRAYA TRUST,11918,9886773034 ,Soumya Chandrashekar ,"2nd Stage, 9B Cross, Moksha Marga Siddhartha Nagar , Mysore, Bengaluru, Karnataka 570011",76.68359,12.30427
Sukriti Social Foundation,1369,9444798474 ,,"Breeze Apartments, Poonamalee High Road, Kilpauk, Chennai, Tamil Nadu 600010",80.24594,13.07805
SUNAAY HUMAN WELFARE FOUNDATION,11921,8638762056 ,,"Main Shanti Kunj, Vasant Kunj, South West Delhi 110070",77.15725,28.51476
SUNANDA FOUNDATION,8181,9820964744 ,,"Rohini Niwas CHS, Tagore Nagar 1, Vikhroli East, Mumbai, Maharashtra 400083",72.93263,19.11394
"Support (Society for upliftment of People with
People's Organisation and Rural Technology)",11354,266742 ,Rajeev Ranjan ,"DVC Colony, Hazaribag, Jharkhand 825301",85.3697,24.00231
SURBHI SHYAM GAUSHALA BHAGWATI SEVA SAMITI,11282,8810056010 ,,"Siriyaki Nagariya, Mathura, Uttar Pradesh 281204",77.75576,27.52497
Susheel Foundation,9231,9820239306 ,Sanjay Sharma ,"Nibbana CHSL, Pali Hill, Bandra West, Nargis Dutt Road, Axis Bank, Mumbai , Maharashtra 400050",72.82968,19.05617
Svojas Foundation,9379,9986913333 ,,"Vivek Nagar, Hiran Magri, Sector 3, Udaipur, Rajasthan 313002",73.72305,24.57468
"SWAJAN SOCIAL DEVELOPMENT AND HEALTH
EDUCATION SAMITI",10212,8561968161 ,,"Padmini Palace Hotel, Kharbuja Mandi, MD Road, Jaipur, Rajasthan 302004",75.83228,26.88798
SWAMI VIVEKANAND VIDYA PRATISHTHAN,7532,"9422735736 , 9028369936 ",,"Nimbodi, Ahmednagar, Maharashtra 414002",74.78992,19.07887
Swami Vivekananda Mission Trust,7883,9733619382 ,BIBEK BARAN PAL ,"Pingla, Jalchak N N Vidyayatan , Gokulchak, West Medinipur, West Bengal 721155",87.68005,22.24457
Swaraj Adhyayan Evam Prayogatmak Sansthan,7373,9430572251 ,,"Motichhapar, Chaubetola, Motichhapar, Chanpatia, West Champaran, Bihar 845449",84.56836,26.91628
SWASTH FOUNDATION,6743,"66712705 , 66712705 ",Spriha Atray ,"Mastermind, Royal Palms Estate, Aarey Colony, Goregaon East, Mumbai, Maharashtra 400065",72.87791,19.15503
Swasthya Bhabna Welfare Society,834,"26521559 , 26521559 ",Pradip Kumar Das ,"Raja KL Goswami Street, Serampore, Hooghly, West Bengal 712201",88.34035,22.75983
SWAYAM SAMAJIK VIKAS SANSTHA,11047,"9421802762 , 7020115648 ",Manoj Vidhate ,"Sai Samarth apartment, Gurukul School, Shahunagar, Satara, Maharashtra 415001",74.00544,17.67867
Swayam Shikshan Prayog,1710,"9323557456 , 8605016700 ",Ms. Jiji Sebastian ,"​Gayatri Apartment, ​Orchid School, Balewadi Phata, Baner, Pune, Maharashtra 411045",73.77887,18.55922
SWAYAMBHAR NARI,7703,"9830353168 , 9874724363 ",,"Kalindi Estate, State Bank of India, Kalindi, Kolkata, North 24 Parganas, West Bengal 700089",88.40706,22.60401
SWEEKRITI SOCIOCARE FOUNDATION,11206,9833248912 ,,"Town Center, Lodha Complex, Majiwada, Thane West, Maharashtra 400601",72.98166,19.21376
Tafa Palli Milani Sangha,12234,9434617369 ,Debarshi Mondal ,"Kalagachiya, Sarisha , Diamond Harbour, Kolkata, South 24 Parganas, West Bengal 743368",88.18667,22.24077
TALENSETU SKILL TRAINING FOUNDATION,11814,8793224424 ,,"Kunal Plaza, Pune, Maharashtra 411019",73.79371,18.64007
TALENT QUEST FOR INDIA,13035,9500766101 ,,"Nethaji Colony, Velachery, Chennai, Tamil Nadu 600042",80.21112,12.98214
"TALENTED ASPIRANTS PEOPLE'S ACTION FOR THE
SOCIETY FOR VIGOROUS INN (TAPASVI)",7894,"9515529179 , 24035995 ",padma vathi ,"Alkapuri Colony, Hyderabad, Rangareddy, Telangana 500035",78.55703,17.36758
TALLUR FAMILY TRUST,11848,9964016339 ,Vasantha Shyanubhag ,"Old Post Office, Tallur, Kundapura , Udupi , Karnataka 576230",74.70952,13.65621
Tamas Society,6296,46006859 ,GAJI LAL SAHA ,"Rajani Bhattacharjee Lane, Kolkata, West Bengal 700026",88.34273,22.51617
Tambaram Community Development Society,12097,"9841327895 , 22794185 ",,"Thiruvalluvar street, Muthamiz Nagar, Vandalur, Chennai, Kancheepuram, Tamil Nadu 600048",80.0867,12.89255
Tarang Life Care Foundation,4788,"42560077 , 42560077 ",Nitin Shinde ,"Akshay Building, Kush Infosystem, Mittal Industrial Estate, Andheri East , Mumbai, Maharashtra 400059",72.877,19.11329
Tarapur Social Development Society,634,9433255477 ,,"Tarapur, Birbhum, West Bengal 731233",87.72612,24.04932
TARASANKAR PANCHA GRAM SEVA SAMITI,7085,9474010191 ,,"LABPUR BABUPARA, LABPUR POLICE STATION, LABPUR, Birbhum, West Bengal 731303",87.84358,23.80642
TARBIYAT SOCIOTECH FOUNDATION,12409,7078444888 ,,"OLD VILLAGE, New Delhi 110025",77.28954,28.54649
TARUN SANGHA,12135,"6294770407 , 9474039341 ",Mr Subrata Shee ,"Biswas , Tarun Sangha Bhaban, Tamluk, East Medinipur, West Bengal 721637",87.92593,22.30083
TATTVA FOUNDATION,12263,"9793971606 , 7011251054 ",Sadaf Dilshad ,"Balda Colony Nishatganj , Nishatganj, Lucknow, Uttar Pradesh 226007",80.95287,26.86655
TB ALERT INDIA,1289,"7702202399 , 27803499 ",Subrahmanyem Chintala ,"Binjrajka Residency, West Marredpally, Secunderabad, Hyderabad, Telangana 500026",78.50705,17.44538
TEA GARDEN BALYA BIKASH BHAWAN,9505,9859323653 ,,"Koomtai Tea Estate, Balya Bikash Bhawan School, Golaghat, Assam 785611",93.83403,26.69855
TEACH TRUST,12126,"9840056833 , 9845182887 ",Sridhar Krishnamurthy ,"Manasarovar, 3rd Seaward Road, Valmiki Nagar, Tiruvanmiyur , Chennai, Tamil Nadu 600041",80.26549,12.98104
TEAR'S FOUNDATION,5377,9702658396 ,,"Katrak Road, , Wadala, Mumbai, Maharashtra 400031",72.85613,19.01952
TECHNOLOGY INFORMATICS DESIGN ENDEAVOUR,2580,"23612032 , 23612031 ",Sumathy Krishnan ,"Sapthagiri Apartments, 10th Cross, 15th Main Road, RMV Extension, Sadashivanagar, Bengaluru, Karnataka 560080",77.56116,13.03017
Tentultala Sarada Computer,10589,7872788669 ,,"Hahhemann Sarani, WBNVF Head Quarter, Tentultala Colony, Tentultala Primari School, Durgapur, Bardhaman, West Bengal 713215",87.28074,23.50747
TGG Foundation Charitable Trust,10456,"217060 , 9995329536 ",,"Wayanad Country Homes, Onneyar, Vaduvanchal, Wayanad , Kerala 673581",76.16996,11.49471
THALIR EDUCATIONAL & CHARITABLE TRUST,11589,9080462051 ,DINESHKUMAR ,"Sathunavu koodam street, Mangudi, Meenachipuram, Sankarankovil, Tirunelveli, Tamil Nadu 626111",77.54107,9.17048
The Aangan Trust,114,23525832 ,Tushita Dabir ,"Arun Chambers, Tardeo Road, Mumbai , Maharashtra 400034",72.81413,18.97341
"The Action Northeast Trust (""the ant"")",7237,293802 ,Ms.Bhaswati Roy Choudhury ,"Udangshri Dera , Khagrabari, ABSU office, Rowmari, Chirang, Assam 783380",90.56511,26.51021
The Akanksha Foundation,492,"23729880 , 23700253 ",Manoj Balamkar ,"Z Block, Voltas Premises, T B kadam Marg, Chinchpokli, Mumbai , Maharashtra 400033",72.83721,18.98514
The Ashoka Tree,12816,9446915587 ,Ashwini Srinivas ,"Friends Avenue, Vyttila, Ernakulam, Kerala 682019",76.31408,9.97189
The Awadh Mango Growers Association,10518,9005575999 ,Astha Singh ,"Habibullah Estate, Hazratganj, MG road , hotel Charan Plaza, Lucknow, Uttar Pradesh 226001",80.95426,26.84854
The Baby Care Foundation,11400,"9167262899 , 8108590129 ",Pravin Dalvi ,"Sainath Niwas Building, New Ayre Road, Rajganga Building , Dombivali East, Thane, Maharashtra 421201",73.09213,19.20982
The Batti Ghar Foundation,9009,9938527242 ,Palak Aggarwal ,"Shree Vihar, Patia, Bhubaneswar, Khordha, Odisha 751031",85.82777,20.33761
THE BHARATH ABHYUDAYA SEVA SAMITHI,2282,9985887047 ,,"Srinivasaraothota , Guntur, Andhra Pradesh 522004",80.41526,16.29098
The Catholic Health Association Of India,4710,"27848293 , 27848457 ",Jessy Joy ,"Staff Road, Gunrock Enclave, Hyderabad , Telangana 500009",78.4967,17.457
"THE CENTER FOR APPLIED RESEARCH AND PEOPLE
ENGAGEMENT",9197,"8007447750 , 9987516731 ",Apurva Mujumdar ,"MIDC, Railway Station , Aurangabad , Maharashtra 431005",75.31067,19.86016
"The Development on Communication, Arts &
Culture, Science,Economic & Education Centre",6874,"9856091105 , 8010916444 ",,"Ningthoukhong, Bishnupur , Manipur 795126",93.7636,24.56956
THE DOCTORS UNITED CHARITABLE TRUST,6510,9789693310 ,,"Daffodil Apartments , Airport Main Road, Lawspet, Puducherry 605008",79.81062,11.94995
